x,y,uA_true,uA_pred,uA_error,uB_true,uB_pred,uB_error,uC_true,uC_pred,uC_error
0.0,0.41,0.0001977983978137,0.0010498986,7.260746946045316e-07,0.0006684981997156,0.002712369,4.1774077057930095e-06,1.2908815728544948e-07,-0.0007923469,6.280181834706962e-07
0.0,0.0,0.0011166978109656,0.0036021098,6.177273001057956e-06,0.0001736944461738,0.0005906224,1.7382893959426315e-07,1.87681638165708e-07,-0.00054419786,2.9635561509200447e-07
2.2,0.0,0.001919435446547,0.0049628243,9.262215622205124e-06,0.0017251342661007,0.0013118982,1.7076402028726474e-07,3.3300304796315037e-06,-0.0028715953,8.265195788573235e-06
2.2,0.41,0.00194088690081,0.0013202056,3.852452413346755e-07,0.0017247032661129,0.0033001006,2.4818766492042313e-06,3.362843643431731e-06,-0.0002970472,9.024619301131341e-08
0.2404508497187474,0.2293892626146237,0.0009885244502296,0.0021660551,1.3865785321325203e-06,0.0027398060258273,0.0018646419,7.659122386793443e-07,2.017046410681559e-06,-0.0005347654,2.8813541876259375e-07
0.25,0.2,0.0019512237534934,0.002854906,8.166416434048914e-07,0.0019772722706994,0.0023097992,1.1057415494317968e-07,2.8882126499653636e-06,0.0003625974,1.2939070371613883e-07
0.2404508497187474,0.1706107373853764,0.0028879081753887,0.0024398789,2.007302486504806e-07,0.0009969850003458,0.0015310347,2.85209090270179e-07,2.1445721495247617e-06,-0.00030653924,9.528569433927301e-08
0.2154508497187474,0.1524471741852423,0.0030980406690704,0.0025047287,3.520190517116737e-07,0.0004145942220384,0.0014097393,9.903136384296579e-07,9.165575071149204e-07,-0.00020196289,4.1160069506986917e-08
0.1845491502812526,0.1524471741852423,0.0025679991501151,0.0023588762,4.37324213442818e-08,0.0003424055250549,0.0015215576,1.3903995439279832e-06,5.266822366530889e-07,-0.0003844127,1.4817833253770044e-07
0.1595491502812526,0.1706107373853764,0.001483789885885,0.0024104938,8.587801279469648e-07,0.0004129783060019,0.001506269,1.1952844937380338e-06,3.545495703002625e-07,-0.00033100694,1.0980043954012207e-07
0.15,0.2,0.0006360809981242,0.00221958,2.507469449624062e-06,0.0006728873093324,0.0016015172,8.623534747141764e-07,2.762748256870155e-07,-0.00019734353,3.9053586575863244e-08
0.1595491502812526,0.2293892626146237,0.0004319513060777,0.002191864,3.0972925285535203e-06,0.0015636643534788,0.001822263,6.687326122160983e-08,3.913478772640026e-07,-0.0005765185,3.3282494489690574e-07
0.1845491502812527,0.2475528258147577,0.0003860830279071,0.0022151694,3.3455568474687998e-06,0.0024914128554044,0.0018067062,4.6882321749960026e-07,5.819413306510766e-07,-0.00040905923,1.6780588639223568e-07
0.2154508497187474,0.2475528258147577,0.0004607241295643,0.0018943176,2.055190144857864e-06,0.0029546600230117,0.0018801689,1.1545311416369204e-06,9.871571286247465e-07,-0.000177674,3.1919807456745866e-08
1.1,0.0,0.002561078096225,0.0037583932,1.4335635249068078e-06,0.0019236897412501,0.0008787811,1.0918341098414404e-06,4.868898788157663e-06,-0.00034894794,1.2518635700712306e-07
1.1,0.41,0.0023933783234447,0.0005383715,3.44105030258628e-06,0.0020667591217976,0.002853781,6.194034129673941e-07,4.865471255179045e-06,0.0011669323,1.3503992792165874e-06
0.0,0.205,0.0004568607602955,0.0047726855,1.8626342909331936e-05,0.0003661618751499,0.0031182468,7.573971399169323e-06,1.5411463886294013e-07,0.0023372695,5.462108254363296e-06
0.55,0.0,0.0049029976471085,0.0033563003,2.3922727008777654e-06,0.0003831368416216,0.0006683171,8.13277681015151e-08,1.750129336597999e-06,0.00040455908,1.6225504737703126e-07
0.55,0.41,0.0003487279751623,0.00072368234,1.405907786803379e-07,0.0041182863015092,0.0027404726,1.8983707196273781e-06,1.3868979666759489e-06,0.00038995594,1.5098589876548189e-07
0.275,0.0,0.0055975939059193,0.0038265213,3.136698044263934e-06,0.0001887279543933,0.0010038316,6.643939938116406e-07,9.521728409292452e-07,0.00025316328,6.361044161745215e-08
0.275,0.41,0.0002208603701972,0.0024309382,4.8844439442184485e-06,0.0041689940030669,0.007229358,9.365827535674242e-06,8.31500726485126e-07,0.0022766665,5.179424772872973e-06
1.65,0.41,0.0022909990218061,0.001121901,1.3667902413992965e-06,0.0018933807126104,0.0030704439,1.3854776732755001e-06,4.355218710743478e-06,-4.827231e-05,2.7696569558148295e-09
1.65,0.0,0.0021469635458797,0.004310988,4.6830013609355315e-06,0.0019977667440548,0.0010979772,8.096212930406554e-07,4.306453928200152e-06,-0.0014903769,2.23407829773649e-06
0.8250000000000001,0.41,0.0013812616026631,0.000526987,7.297850690749588e-07,0.0030265793060731,0.0027365983,8.408901099632282e-08,3.892006052866823e-06,0.0010712966,1.1393526361121914e-06
0.8250000000000001,0.0,0.0033452639853772,0.0035032853,2.4970751176442557e-08,0.0014052576838319,0.00086551905,2.913177963229214e-07,4.448855449698936e-06,0.00011546165,1.2323840001140998e-08
1.375,0.0,0.0021891578089407,0.0046802983,6.205780790723159e-06,0.0021236510087843,0.00096708536,1.3376440965227654e-06,4.6563300368650314e-06,-0.0025366768,6.458374200278962e-06
1.375,0.41,0.0024231648398632,0.0009554252,2.1542596420698347e-06,0.0019196951303921,0.002960205,1.0826609513311223e-06,4.663335448359459e-06,0.00022920221,5.04177065905099e-08
1.925,0.0,0.0020411616461175,0.0049736127,8.599269334348146e-06,0.0018552717609533,0.0011947155,4.363345740458729e-07,3.803902215735941e-06,-0.0030287728,9.196521281106516e-06
1.925,0.41,0.0021054202917229,0.001186572,8.442821551119954e-07,0.0018523159203801,0.0031886995,1.7859210287698657e-06,3.917810537418427e-06,-9.896606e-05,1.0585091242481228e-08
1.5125,0.205,0.0022817607810374,0.0011239871,1.3404398078838113e-06,0.0021310680171927,0.0055470765,1.1669113706604716e-05,4.844052386653648e-06,0.0025927052,6.6970252685100385e-06
1.7875,0.205,0.0023586097209287,0.0014721975,7.857266731908527e-07,0.0019373667152466,0.0024512708,2.640974275568571e-07,4.583424191229765e-06,0.0009669736,9.261948558282631e-07
